,title,rating,categories,description,keyword
22,Anna,6.6,"['Action', 'Thriller']",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,plot twist
23,The Village,6.5,"['Drama', 'Mystery', 'Thriller']",A series of events tests the beliefs of a small isolated countryside village.,plot twist
24,The Usual Suspects,8.5,"['Crime', 'Drama', 'Mystery']","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",plot twist
25,La doncella,8.1,"['Drama', 'Romance', 'Thriller']","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",plot twist
26,Veep,8.3,['Comedy'],Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.,plot twist
27,Del crepúsculo al amanecer,7.2,"['Action', 'Crime', 'Horror']","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",plot twist
28,Tu Nombre,8.4,"['Animation', 'Drama', 'Fantasy']","Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",plot twist
29,Reservoir Dogs,8.3,"['Crime', 'Drama', 'Thriller']","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",plot twist
30,Martyrs,7.1,['Horror'],"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",plot twist
31,Glass,6.6,"['Drama', 'Sci-Fi', 'Thriller']","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",plot twist
32,Leatherface,5.0,"['Crime', 'Horror', 'Thriller']","A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge.",plot twist
33,The Dry,6.9,"['Crime', 'Drama', 'Mystery']",Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,plot twist
34,Sleepaway Camp,6.3,['Horror'],"Angela Baker, a shy, traumatized young girl, is sent to summer camp with her cousin. Shortly after her arrival, anyone with sinister or less than honorable intentions toward her gets their comeuppance.",plot twist
35,Predestination,7.5,"['Action', 'Drama', 'Sci-Fi']","For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",plot twist
36,Behind Her Eyes,7.2,"['Drama', 'Mystery', 'Thriller']","It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.",plot twist
37,The Accountant,7.3,"['Action', 'Crime', 'Drama']","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",plot twist
38,Vanilla Sky,6.9,"['Fantasy', 'Mystery', 'Romance']",A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,plot twist
39,Noche de juegos,6.9,"['Action', 'Comedy', 'Crime']",A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,plot twist
40,Bad Boys para siempre,6.6,"['Action', 'Comedy', 'Crime']",Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,plot twist
41,The Others,7.6,"['Horror', 'Mystery', 'Thriller']",A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,plot twist
42,The Book of Eli,6.9,"['Action', 'Adventure', 'Drama']","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",plot twist
43,Tales from the Crypt,8.0,"['Comedy', 'Crime', 'Fantasy']","Tales of horror based on the gruesome E.C. comic books of the 1950s presented by the legendary Crypt Keeper, a sinister ghoul obsessed with gallows humor and horrific puns.",plot twist
44,Crash,7.7,"['Crime', 'Drama', 'Thriller']","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",plot twist
45,Bleach: Burîchi,8.1,"['Animation', 'Action', 'Adventure']","High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".",plot twist
46,Tú eres el próximo,6.6,"['Horror', 'Thriller']","When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.",plot twist
47,Death Note,4.4,"['Action', 'Crime', 'Drama']","A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.",plot twist
48,The Wicker Man,7.5,"['Horror', 'Mystery', 'Thriller']",A puritan Police Sergeant arrives in a Scottish island village in search of a missing girl whom the locals claim never existed.,plot twist
49,Wanted,6.7,"['Action', 'Crime', 'Thriller']","A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",plot twist
0,True Detective,8.9,"['Crime', 'Drama', 'Mystery']","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",police corruption
1,The Dark Knight,9.0,"['Action', 'Crime', 'Drama']","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",police corruption
2,Sons of Anarchy,8.5,"['Crime', 'Drama', 'Thriller']",A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,police corruption
3,El Padrino,9.2,"['Crime', 'Drama']",The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.,police corruption
4,Gotham,7.8,"['Action', 'Crime', 'Drama']",The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,police corruption
5,Prison Break,8.3,"['Action', 'Crime', 'Drama']","Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.",police corruption
6,Léon,8.5,"['Action', 'Crime', 'Drama']","Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",police corruption
7,Line of Duty,8.7,"['Crime', 'Drama', 'Mystery']","Drama series following the investigations of AC-12, a controversial police anti-corruption unit.",police corruption
8,Narcos,8.8,"['Biography', 'Crime', 'Drama']","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.",police corruption
9,Espiral: El juego del miedo continúa,5.3,"['Crime', 'Horror', 'Mystery']","A criminal mastermind unleashes a twisted form of justice in Spiral, the terrifying new chapter from the book of Saw.",police corruption
10,Goodfellas,8.7,"['Biography', 'Crime', 'Drama']","The story of <a href=""/name/nm1453737"">Henry Hill</a> and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",police corruption
11,The Departed,8.5,"['Crime', 'Drama', 'Thriller']",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,police corruption
12,Tierra de nadie: Sicario,7.6,"['Action', 'Crime', 'Drama']",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,police corruption
13,Érase una vez en América,8.3,"['Crime', 'Drama']","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",police corruption
14,Batman Begins,8.2,"['Action', 'Adventure']","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",police corruption
15,Baby: aprendiz del crimen,7.6,"['Action', 'Crime', 'Drama']","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",police corruption
16,Man on Fire,7.7,"['Action', 'Crime', 'Drama']","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",police corruption
17,The Usual Suspects,8.5,"['Crime', 'Drama', 'Mystery']","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",police corruption
18,Bride of Chucky,5.5,"['Comedy', 'Horror']","Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",police corruption
19,Sin City,8.0,"['Crime', 'Thriller']","An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.",police corruption
20,El justiciero,7.2,"['Action', 'Crime', 'Thriller']",A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.,police corruption
